mp_name,nature_membership,term_start_date,term_end_date,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,debates,private_member_bills,questions,attendance,mp_note
Bhartruhari Mahtab,Elected,2024-09-06,,Cuttack,28,18,1,12,"Master Degree in English from Ravenshaw College, Cuttack, Utkal University, 1978",0.6029411764705883,0.005250596658711217,0.0,0.026856240126382307,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Pradeep Kumar Panigrahy,Elected,2024-09-06,,Berhampur,28,18,1,12,Ph.D from Berhampur University in 2003,0.5294117647058825,0.0033412887828162294,0.0,0.01579778830963665,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Malvika Devi,Elected,2024-09-06,,Kalahandi,28,18,0,3,"Post Graduate Diploma in Business Management from Fortune Institute of International Business, New Delhi in 2003",0.2794117647058824,0.005250596658711217,0.0,0.017377567140600316,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Pradeep Purohit,Elected,2024-09-06,,Bargarh,28,18,1,18,"Matriculation from Paikmal High School, Paikmal, Bargarh District, Odisha in year 1982",0.5147058823529411,0.0009546539379474941,0.0,0.023696682464454975,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Pratap Chandra Sarangi,Elected,2024-09-06,,Balasore,28,18,1,3,"BA, Fakirmohan College under Utkal University, 1975",0.6470588235294117,0.0009546539379474941,0.0,0.021327014218009477,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Sambit Patra,Elected,2024-09-06,,Puri,28,18,1,12,"Master of Surgery, Utkal University, Bhubaneswar, 2002",0.3676470588235294,0.002863961813842482,0.0,0.001579778830963665,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Sangeeta Kumari Singh Deo,Elected,2024-09-06,,Bolangir,28,18,0,3,"B.A. (Hons.) in Political Science from Jesus & Mary College, Delhi University, New Delhi in year 1983",0.5441176470588236,0.005250596658711217,0.0,0.010268562401263823,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Saptagiri Sankar Ulaka,Elected,2024-09-06,,Koraput,28,29,1,3,"Bachelor of Engineering (Computer Science), Orissa Engineering College, Utkal University, 2001",0.29411764705882354,0.0038186157517899762,0.0,0.021327014218009477,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Sukanta Kumar Panigrahi,Elected,2024-09-06,,Kandhamal,28,18,1,12,"M.Sc. (Agrl.) from College of Agriculture, OUAT, Bhubaneswar in year 1992",0.4705882352941177,0.002863961813842482,0.0,0.011848341232227487,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Amar Singh,Elected,2024-09-06,,Fatehgarh Sahib,31,29,1,12,"MBBS, Guru Nanak Dev University, Amritsar, 1975; MA (Economics), Barkatullah Vishwavidyalaya, Bhopal, 2001",0.6764705882352942,0.002386634844868735,0.0,0.022116903633491312,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Amrinder Singh Raja Warring,Elected,2024-09-06,,Ludhiana,31,29,1,18,"Matriculation, P.S.E.B. SAS Nagar(Mohali), 1995",0.3088235294117648,0.001431980906921241,0.0,0.00631911532385466,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Rao Rajendra Singh,Elected,2024-09-06,,Jaipur Rural,32,18,1,3,BA (Hons) Rajasthan University 1979-80,0.6029411764705883,0.001431980906921241,0.0,0.0039494470774091624,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Charanjit Singh Channi,Elected,2024-09-06,,Jalandhar,31,29,1,12,"BA, Panjab University, Chandigarh, 1984; LLB, Panjab University, Chandigarh, 1997; MBA, Punjab Technical University, 2011; MA (Political Science), Panjab University, 2016; Ph.D on Indian National Congress. 2023",0.5294117647058825,0.00047732696897374703,0.0,0.009478672985781991,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Dharamvira Gandhi,Elected,2024-09-06,,Patiala,31,29,1,12,"MD, Govt. Medical College, Punjabi University, Patiala, 1989",0.7058823529411764,0.001431980906921241,0.0,0.004739336492890996,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Gurjeet Singh Aujla,Elected,2024-09-06,,Amritsar,31,29,1,3,"BA, Guru Nanak Dev University, Amritsar, 1992",0.3823529411764706,0.0042959427207637235,0.0,0.00315955766192733,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Gurmeet Singh Meet Hayer,Elected,2024-09-06,,Sangrur,31,1,1,3,"B.Tech, Swami Vivekanand Institute of Engineering and Technology, Punjab Technical University, 2012",0.14705882352941174,0.0019093078758949881,0.0,0.008688783570300158,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Harsimrat Kaur Badal,Elected,2024-09-06,,Bathinda,31,59,0,18,"Diploma in Textile Designing, South Delhi Polytechnic, New Delhi, 1987",0.4852941176470588,0.0033412887828162294,0.0,0.0071090047393364926,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Malvinder Singh Kang,Elected,2024-09-06,,Anandpur Sahib,31,1,1,12,"MA (History), Panjab University, Chandigarh, 2002; LLB, Panjab University, Chandigarh, 2007",0.29411764705882354,0.002386634844868735,0.0,0.00315955766192733,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Sher Singh Ghubaya,Elected,2024-09-06,,Firozpur,31,29,1,18,"Matric, Govt. High School, Village Lamochar, Kalan Tehsil Jalabad (w) PSEB Mohali, 1978",0.5441176470588236,0.0019093078758949881,0.0,0.0039494470774091624,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Amra Ram,Elected,2024-09-06,,Sikar,32,23,1,12,"M Com. (1979), Rajasthan University, Jaipur",0.6470588235294117,0.0038186157517899762,0.0,0.015007898894154818,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Brijendra Singh Ola,Elected,2024-09-06,,Jhunjhunu,32,29,1,12,"MA Political Science, Rajasthan University, Jaipur, 1974, LLB, Rajasthan University, Jaipur, 1983",0.7058823529411764,0.0009546539379474941,0.0,0.002369668246445498,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Chandra Prakash Joshi,Elected,2024-09-06,,Chittorgarh,32,18,1,3,"LLB from Mohanlal Sukhadia University, Udaipur, Rajasthan in year 2022",0.338235294117647,0.002386634844868735,0.0,0.008688783570300158,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Dushyant Singh,Elected,2024-09-06,,Jhalawar-Baran,32,18,1,12,"M.B.A. (Hotel Administration) from Johnson and Wales University, U.S.A. in year 1999",0.3676470588235294,0.002863961813842482,0.0,0.019747235387045814,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Hanuman Beniwal,Elected,2024-09-06,,Nagaur,32,56,1,3,"L.L.B. from Rajasthan University, Jaipur in year 1998",0.39705882352941174,0.005727923627684964,0.0,0.019747235387045814,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Harish Chandra Meena,Elected,2024-09-06,,Tonk-Sawai Madhopur,32,29,1,3,"B.A. (Hons.) from Rajasthan University, Jaipur in year 1973",0.6470588235294117,0.001431980906921241,0.0,0.014218009478672985,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Kuldeep Indora,Elected,2024-09-06,,Ganganagar,32,29,1,12,M.A. (Pol.Sc.) in year 1997,0.4264705882352941,0.0019093078758949881,0.0,0.002369668246445498,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Lumba Ram,Elected,2024-09-06,,Jalore,32,18,1,18,10th Passed from NIOS in year 2016,0.5,0.0019093078758949881,0.0,0.023696682464454975,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Manna Lal Rawat,Elected,2024-09-06,,Udaipur,32,18,1,12,"Ph.D. from Mohanlal Sukhadia University, Udaipur, Rajasthan in year 2014",0.39705882352941174,0.001431980906921241,0.0,0.010268562401263823,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Murari Lal Meena,Elected,2024-09-06,,Dausa,32,29,1,18,"Diploma (Civil Engg.) from Govt. Polytechnic College, Alwar in year 1982",0.6029411764705883,0.0019093078758949881,0.0,0.018167456556082148,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Rahul Kaswan,Elected,2024-09-06,,Churu,32,29,1,3,B.Com. from Delhi University in year 1999,0.3235294117647059,0.005727923627684964,0.0,0.014218009478672985,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Rajkumar Roat,Elected,2024-09-06,,Banswara,32,16,1,3,"BA Mohanlal Sukhadiya University, Udaipur (2014), BEd. Rajasthan University, 2015",0.10294117647058826,0.0042959427207637235,0.0,0.018167456556082148,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Sanjna Jatav,Elected,2024-09-06,,Bharatpur,32,29,0,3,Graduate from Surajmal Brij University in year 2019,0.01470588235294118,0.0019093078758949881,0.0,0.001579778830963665,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Ummeda Ram Beniwal,Elected,2024-09-06,,Barmer,32,29,1,3,"B.A. from MDSU, Ajmer in year 2000",0.3235294117647059,0.0038186157517899762,0.0,0.014218009478672985,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Indra Hang Subba,Elected,2024-09-06,,Sikkim,33,63,1,12,Ph.D. (Physics) from Sikkim University in year 2023,0.14705882352941174,0.0009546539379474941,0.0,0.004739336492890996,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Raja A,Elected,2024-09-06,,Nilgiris,34,25,1,3,"Bachelor of Law, Madurai Kamaraj University, 1987",0.5294117647058825,0.0009546539379474941,0.0,0.016587677725118485,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Arun Nehru,Elected,2024-09-06,,Perambalur,34,25,1,13,"M.Sc.(Civil Engineering) from Bradley University, Illinois, U.S.A in year 2007, B.Sc (Civil Engineering) from Anna University, Chennai in 2005",0.2205882352941177,0.00047732696897374703,0.0,0.0039494470774091624,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
D Ravi Kumar,Elected,2024-09-06,,Viluppuram,34,68,1,12,Ph.D. from Thanjavur Tamil University in year 2018,0.5735294117647058,0.002386634844868735,0.0,0.022906793048973143,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Dayanidhi Maran,Elected,2024-09-06,,Chennai Central,34,25,1,3,"B.A. (Economics) from Loyola College, Madras University, Chennai in year 1989",0.4705882352941177,0.0009546539379474941,0.0,0.011058451816745656,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Rani Srikumar,Elected,2024-09-06,,Tenkasi,34,25,0,12,M.D. (Anesthesiology) from Dr. M.G.R. University in year 2019,0.23529411764705882,0.001431980906921241,0.0,0.009478672985781991,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Eswarasamy K,Elected,2024-09-06,,Pollachi,34,25,1,18,"SSLC, (Bridge Course) Manonmaniam Sundaranar University-YEAR 2015",0.338235294117647,0.002863961813842482,0.0,0.0071090047393364926,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Selvam G,Elected,2024-09-06,,Kancheepuram,34,25,1,12,"M.Phil. from Alagappa University Karaikudi, Tamil Nadu in year 2013",0.3676470588235294,0.001431980906921241,0.0,0.03475513428120063,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
K Gopinath,Elected,2024-09-06,,Krishnagiri,34,29,1,18,S.S.L.C.,0.5294117647058825,0.0009546539379474941,0.0,0.0071090047393364926,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
K E Prakash,Elected,2024-09-06,,Erode,34,25,1,3,"B.A. (Economics) from College of Arts & Science, Gobichettipalayam, Bharathiyar University in year 1996",0.338235294117647,0.0019093078758949881,0.0,0.014218009478672985,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Subbarayan K,Elected,2024-09-06,,Tiruppur,34,22,1,18,"SSLC (1965) K Subramania Chettiar High School, Tiruppur",0.7647058823529411,0.002386634844868735,0.0,0.016587677725118485,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Kanimozhi Karunanidhi,Elected,2024-09-06,,Thoothukkudi,34,25,0,3,"B.A. (Economics), Chennai University in year 1994",0.45588235294117646,0.0033412887828162294,0.0,0.01263823064770932,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Karti P Chidambaram,Elected,2024-09-06,,Sivaganga,34,29,1,3,"B.A (Law) from Cambridge University, U.K. in year 1995, BBA from University of Taxas Austin, USA",0.39705882352941174,0.001431980906921241,0.0,0.00631911532385466,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Malaiyarasan D,Elected,2024-09-06,,Kallakurichi,34,25,1,12,M.Com. (Banking and Insurance Management) from Annamalai University,0.35294117647058826,0.00047732696897374703,0.0,0.0007898894154818325,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Manickam Tagore B,Elected,2024-09-06,,Virudhunagar,34,29,1,3,L.L.B. from Bangalore University in year 1998,0.35294117647058826,0.00477326968973747,0.0,0.021327014218009477,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Murasoli S,Elected,2024-09-06,,Thanjavur,34,25,1,3,"LLB 2008, Dr. Ram Manohar Lohia College of Law, Bangalore University, Bangalore",0.3088235294117648,0.001431980906921241,0.0,0.005529225908372828,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
S Jagathratchakan,Elected,2024-09-06,,Arakkonam,34,25,1,18,"XIth Standard Passed from Govt. Higher Secondary School, Valudavur in year 1967",0.75,0.00047732696897374703,0.0,0.018957345971563982,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
S Jothimani,Elected,2024-09-06,,Karur,34,29,0,12,M.Phil. from Annamalai University in year 2005,0.35294117647058826,0.0042959427207637235,0.0,0.018167456556082148,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
S Venkatesan,Elected,2024-09-06,,Madurai,34,23,1,18,"Plus 2 (Higher Secondary) - 1988, Muthuthevar Tukulathor, Higher Secondary School, Thiruparangunram",0.4264705882352941,0.001431980906921241,0.0,0.017377567140600316,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Sachithanantham R,Elected,2024-09-06,,Dindigul,34,23,1,3,"B.Sc., G.T.N. College of Arts, Dindigul, 1990",0.4264705882352941,0.002386634844868735,0.0,0.011848341232227487,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Sasikanth Senthil,Elected,2024-09-06,,Tiruvallur,34,29,1,3,"Bachelor of Engineering from REC Trichy, Bharathidasan University in year 2000",0.29411764705882354,0.0009546539379474941,0.0,0.00315955766192733,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Selvaraj V,Elected,2024-09-06,,Nagapattinam,34,22,1,12,"MA Tamil, A Veeraiyya Vandaiyar Memorial Pushpam (Autonomous) College, Thanjavur, 1989",0.5588235294117647,0.0019093078758949881,0.0,0.016587677725118485,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Sudha R,Elected,2024-09-06,,Mayiladuthurai,34,29,0,3,"B.A.B.L. - Dr. Ambedkar Law College, University of Madras, Chennai, 1994; PG Diploma in Juvenile Justice and Juvenile Psychology, University of Madras, 2019",0.3235294117647059,0.001431980906921241,0.0,0.015007898894154818,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Selvaganapathi T.M.,Elected,2024-09-06,,Salem,34,25,1,12,M.A from J.N.U. Delhi in year 1981 & L.L.B. from Delhi University in year 1985,0.588235294117647,0.002386634844868735,0.0,0.016587677725118485,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Tamilselvan Thanga,Elected,2024-09-06,,Theni,34,25,1,12,"M.A., (Sociology) Chennai University 1987 - 1989",0.5441176470588236,0.0009546539379474941,0.0,0.00315955766192733,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Thirumaavalavan Tholkappiyan,Elected,2024-09-06,,Chidambaram,34,68,1,12,"Ph.D. from Manonmaniam Sundaranar University, Tirunelveli in year 2018",0.5441176470588236,0.001431980906921241,0.0,0.019747235387045814,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Kalanidhi Veeraswamy,Elected,2024-09-06,,Chennai North,34,25,1,12,"M.S. (General Surgery) from Sri Ramachandra Medical College, Tamil Nadu, Dr. MGR Medical University in year 1999",0.44117647058823534,0.002386634844868735,0.0,0.017377567140600316,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Vijayakumar Alias Vijay Vasanth,Elected,2024-09-06,,Kanniyakumari,34,29,1,12,"M.A. in International Business Administration from Regents Business School, London in year 2006",0.23529411764705882,0.0042959427207637235,0.0,0.023696682464454975,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Arvind Dharmapuri,Elected,2024-09-06,,Nizamabad,35,18,1,12,MA (Political Science) from Janardhan Rai Nagar Rajasthan Vidyapeeth in 2018,0.3235294117647059,0.0009546539379474941,0.0,0.013428120063191154,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Asaduddin Owaisi,Elected,2024-09-06,,Hyderabad,35,5,1,3,"Bar-At-Law, L.L.B. from Lincolns Inn, London in year 1994",0.44117647058823534,0.0042959427207637235,0.0,0.0071090047393364926,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Balram Naik Porika,Elected,2024-09-06,,Mahabubabad,35,29,1,18,S.S.C. in 1983,0.5147058823529411,0.0009546539379474941,0.0,0.0007898894154818325,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Chamala Kiran Kumar Reddy,Elected,2024-09-06,,Bhongir,35,29,1,3,"Hotel Management from Centre of Higher Studies, Famagusta, Cyprus in 1994, Intermediate from Board of Intermediate Education, AP in 1993",0.35294117647058826,0.001431980906921241,0.0,0.014218009478672985,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Godam Nagesh,Elected,2024-09-06,,Adilabad,35,18,1,12,"M.A., M.Ed. from Osmania University, Hyderabad",0.5,0.0009546539379474941,0.0,0.002369668246445498,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Konda Vishweshwar Reddy,Elected,2024-09-06,,Chevella,35,18,1,12,"Bachelors in Electrical Engineering, University of Madras, Guindy, Chennai in 1983 and MS Electrical Engineering from NJIT, New Jersey, USA in 1985",0.5735294117647058,0.0019093078758949881,0.0,0.0007898894154818325,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Madhavaneni Raghunandan Rao,Elected,2024-09-06,,Medak,35,18,1,3,"B.Sc, B.Ed, L.L.B., PGDHR from University of Hyderabad (Central University, Hyderabad) in 2001",0.5,0.0019093078758949881,0.0,0.0039494470774091624,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Ramasahayam Raghuram Reddy,Elected,2024-09-06,,Khammam,35,29,1,3,"Post Graduate Diploma of Proficiency from The International Export Association, England, in 1982",0.5588235294117647,0.0009546539379474941,0.0,0.013428120063191154,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Suresh Kumar Shetkar,Elected,2024-09-06,,Zahirabad,35,29,1,3,"B.Sc Agriculture, Marathwada Agricultural University, Parbhani, Maharashtra in 1982",0.5735294117647058,0.0009546539379474941,0.0,0.00631911532385466,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Biplab Kumar Deb,Elected,2024-09-06,,Tripura West,36,18,1,3,"BA Pass from Tripura University, 1999",0.39705882352941174,0.001431980906921241,0.0,0.011058451816745656,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Kriti Devi Debbarman,Elected,2024-09-06,,Tripura East,36,18,0,18,H.S.L.C. from Meghalaya Board of Secondary Education in year 1990,0.411764705882353,0.001431980906921241,0.0,0.00631911532385466,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Aditya Yadav,Elected,2024-09-06,,Badaun,37,58,1,12,Master of Tourism Administration from Lucknow University in 2014,0.16176470588235298,0.0019093078758949881,0.0,0.001579778830963665,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Anand Bhadauria,Elected,2024-09-06,,Dhaurahra,37,58,1,12,M.A. from Lucknow University in year 2001,0.3088235294117648,0.0042959427207637235,0.0,0.016587677725118485,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Anurag Sharma,Elected,2024-09-06,,Jhansi,37,18,1,12,"M.Com from Bundelkhand University, Jhansi, Year 1988",0.5,0.002386634844868735,0.0,0.020537124802527645,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Arun Kumar Sagar,Elected,2024-09-06,,Shahjahanpur,37,18,1,18,"Class 12 from Ramsaran Singh Vidyalaya, Phulsanda, Bijnor in 2008",0.338235294117647,0.005250596658711217,0.0,0.01579778830963665,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Atul Garg,Elected,2024-09-06,,Ghaziabad,37,18,1,18,"B.Com. (Part-I) from M.M.H. Degree College, Ghaziabad, Meerut University in year 1976",0.6029411764705883,0.00047732696897374703,0.0,0.001579778830963665,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Bhola Singh,Elected,2024-09-06,,Bulandshahr,37,18,1,3,"Graduated from Chaudhary Charan Singh University, Meerut in year 1999",0.3088235294117648,0.001431980906921241,0.0,0.019747235387045814,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Virendra Singh,Elected,2024-09-06,,Chandauli,37,58,1,3,"BSc, Uday Pratap College, Gorakhpur University, 1980",0.6029411764705883,0.0038186157517899762,0.0,0.004739336492890996,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Daroga Prasad Saroj,Elected,2024-09-06,,Lalganj,37,58,1,3,"Graduate from T.D. College, Jaunpur, 1975 From Gorakhpur University",0.6764705882352942,0.002386634844868735,0.0,0.002369668246445498,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Devendra Singh Alias Bhole Singh,Elected,2024-09-06,,Akbarpur,37,18,1,18,"High School from Shri Ram Ratan Inter College, Kachausi Market, Kanpur",0.6617647058823528,0.001431980906921241,0.0,0.007898894154818325,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Devesh Shakya,Elected,2024-09-06,,Etah,37,58,1,3,LLB from Chatrapati Shahu ji Maharaj University Kanpur in 2016,0.2647058823529412,0.0019093078758949881,0.0,0.0007898894154818325,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Dharmendra Yadav,Elected,2024-09-06,,Azamgarh,37,58,1,12,"M.A. Political Science, Allahabad University in 2004",0.29411764705882354,0.001431980906921241,0.0,0.016587677725118485,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Rajkumar Sangwan,Elected,2024-09-06,,Baghpat,37,54,1,12,"M.A., Ph.D. (History) from Chaudhary Charan Singh University Meerut",0.5735294117647058,0.0042959427207637235,0.0,0.002369668246445498,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Vinod Kumar Bind,Elected,2024-09-06,,Bhadohi,37,18,1,3,"MBBS, Motilal Nehru College, Allahabad, 2004; MSSN,Medical College, Agra, 2010",0.3676470588235294,0.002386634844868735,0.0,0.018957345971563982,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Harendra Singh Malik,Elected,2024-09-06,,Muzaffarnagar,37,58,1,3,"B.Sc. from Meerut University, Meerut in year 1976",0.6617647058823528,0.0042959427207637235,0.0,0.0039494470774091624,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Hemamalini Dharmendra Deol,Elected,2024-09-06,,Mathura,37,18,0,12,"Ph.D. from Sir Padampat Singhania University, Udaipur in year 2012",0.7352941176470589,0.00047732696897374703,0.0,0.002369668246445498,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Kamaljeet Sehrawat,Elected,2024-09-06,,West Delhi,10,18,0,12,"M.Com. from Himachal Pradesh University, Shimla, 1995",0.3823529411764706,0.002386634844868735,0.0,0.02448657187993681,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Imran Masood,Elected,2024-09-06,,Saharanpur,37,29,1,18,"Intermediate from Uttar Pradesh Board of Secondary Education, Allahabad in year 1987",0.4264705882352941,0.0019093078758949881,0.0,0.007898894154818325,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Iqra Choudhary,Elected,2024-09-06,,Kairana,37,58,0,12,"M.Sc. (International Politics & Law), SOAS University, London in year 2020",0.05882352941176472,0.0038186157517899762,0.0,0.007898894154818325,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Jagdambika Pal,Elected,2024-09-06,,Domariyaganj,37,18,1,3,"LL.B. from Gorakhpur University in 1973 and M.A. from Avadh University, Faizabad, 1980",0.7058823529411764,0.010978520286396181,0.0,0.015007898894154818,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Kanwar Singh Tanwar,Elected,2024-09-06,,Amroha,37,18,1,18,Under Matric,0.5588235294117647,0.001431980906921241,0.0,0.0007898894154818325,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Karan Bhushan Singh,Elected,2024-09-06,,Kaiserganj,37,18,1,3,"L.L.B., Dr. Ram Manohar Lohia Avadh University, Ayodhya (2018)",0.11764705882352944,0.00047732696897374703,0.0,0.004739336492890996,0.7825613703687855, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
